Coordinates,County,State,Latitude,Longitude,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom,ZIP,Population (2020 census),Area (mi^2),Density (Population/mi^2),"Total Population Change, Annual Change, July 1, 2021 to July 1, 2022","Total Population Change, Cumulative Change, April 1, 2020 to July 1, 2022",Population Change Percent 2021-2022,"Assault crimes per 1,000","Robbery crimes per 1,000","Rape crimes per 1,000","Murder crimes per 1,000","Theft crimes per 1,000","Vehicle_Theft crimes per 1,000","Burglary crimes per 1,000","Arson crimes per 1,000","Kidnapping crimes per 1,000","Drug_Crimes crimes per 1,000","Vandalism crimes per 1,000","Identity_Theft crimes per 1,000","Animal_Cruelty crimes per 1,000","Total_Violent_Crime_Value crimes per 1,000",Total_Violent_Crime_Grade,"Total_Property_Crime_Value crimes per 1,000",Total_Property_Crime_Grade,Total_Other_Rate_Value,Total_Other_Rate_Grade,Median Home Price Q1 2023,Monthly Payment Q1 2023,Monthly Payment Q1 2022,Percent Change in Monthly Payment,Average_S8_Rent,S8 rent - Mortgage Payment,Landlord Friendly,Investment_Score,Investment Rank,S8 rent - Mortgage Payment_log_transformed,"Total_Violent_Crime_Value crimes per 1,000_log_transformed",Population (2020 census)_log_transformed
"32.7531803783, -98.31302138",Palo Pinto County,TX,32.75318038,-98.31302138,636,696,916,1199,1288,76475,28409,953,29.81,563,831,1.982,2.821,1.466,0.493,0.0327,13.62,0.5518,6.864,0.0576,0.0662,4.317,7.182,0.6299,0.3904,4.813,D+,21.1,D+,12.59,C,172164,966,618,56.311,947,-19,Landlord Friendly,8.854175108,235,8.634122529,1.849871132,10.26378094
"32.777645813, -97.8050966636",Parker County,TX,32.77764581,-97.80509666,1101,1234,1456,1927,2385,76086,148222,904,163.962,8868,17606,5.983,2.186,0.2347,0.4862,0.0322,19.15,0.5112,3.957,0.0711,0.0854,4.504,6.21,0.6435,0.0248,2.939,B-,23.69,D,11.47,C+,453526,2545,1449,75.638,1620.6,-924.4,Landlord Friendly,8.220122538,956,8.458461776,1.500738496,11.90825943
"34.5301133129, -102.784538195",Parmer County,TX,34.53011331,-102.7845382,632,725,838,1040,1421,79009,9869,882,11.189,-159,-251,-1.611,1.971,1.18,0.5494,0.0296,17.43,0.2577,6.352,0.105,0.2331,3.1,8.398,0.6109,0.0216,3.73,C,24.15,D,12.36,C,143560,806,587,37.308,931.2,125.2,Landlord Friendly,8.791620426,328,8.659456351,1.663168235,9.223750059
"29.99980267, -104.240521679",Presidio County,TX,29.99980267,-104.2405217,623,731,826,1174,1215,79845,6131,3856,1.59,-176,-195,-2.871,5.402,2.809,0.5594,0.0451,41.24,7.467,7.615,0.2598,0.4568,19.87,7.098,0.7919,0.4467,8.815,F,56.59,F,28.67,F,97281,546,412,32.524,913.8,367.8,Landlord Friendly,8.914877894,162,8.700680735,2.338048757,8.763584409
"32.8703394239, -95.7933763474",Rains County,TX,32.87033942,-95.79337635,623,728,826,1139,1215,75440,12164,259,46.965,374,669,3.075,1.268,0.2746,0.5606,0.0321,3.289,0.4314,3.899,0.1256,0.0246,3.071,1.622,0.6654,0.0149,2.136,A-,7.745,A-,5.398,A,207514,1165,700,66.429,906.2,-258.8,Landlord Friendly,8.717623749,418,8.590518,1.303456083,9.427868185
"34.965857001, -101.896944529",Randall County,TX,34.965857,-101.8969445,670,778,972,1322,1542,79124,140753,914,153.997,2101,5379,1.493,1.602,0.381,0.4641,0.0373,3.377,0.2144,4.68,0.1085,0.0602,1.481,2.547,0.6154,0.1406,2.485,B+,8.381,A-,4.845,A,258555,1451,1033,40.465,1056.8,-394.2,Landlord Friendly,8.515956898,637,8.565030521,1.394014484,11.85664991
"31.3661921291, -101.523008414",Reagan County,TX,31.36619213,-101.5230084,750,792,995,1211,1464,79739,3385,1175,2.881,-93,-248,-2.747,2.249,2.23,0.4882,0.0516,8.608,0.3085,5.3,0.1376,0.2656,0.8066,7.09,0.6294,0.3012,5.02,D+,14.35,C,9.093,B,139647,784,525,49.333,1042.4,258.4,Landlord Friendly,8.828209057,272,8.682300767,1.881904819,8.202756382
"29.8317429384, -99.8221669212",Real County,TX,29.83174294,-99.82216692,698,737,926,1316,1362,78873,2758,700,3.94,34,89,1.233,1.439,0.8412,0.5392,0.0398,9.051,0.6118,6.186,0.1502,0.0826,5.47,9.459,0.6568,0.6633,2.86,B,16,C-,16.33,C-,259730,1458,784,85.969,1007.8,-450.2,Landlord Friendly,8.425366712,724,8.554296279,1.482967248,8.014335737
"33.6206818158, -95.0503607355",Red River County,TX,33.62068182,-95.05036074,623,696,826,1005,1215,75417,11587,1050,11.035,-5,-46,-0.043,2.483,4.321,0.5327,0.0456,6.237,0.2488,5.123,0.1691,0.1376,3.793,3.937,0.6054,0.6748,7.382,D-,11.78,B-,9.147,B,135464,760,416,82.692,873,113,Landlord Friendly,8.853991591,236,8.657337669,2.189192406,9.380336279
"31.3231861567, -103.693167266",Reeves County,TX,31.32318616,-103.6931673,688,726,912,1265,1342,79772,14748,2636,5.595,-97,-1836,-0.658,3.621,2.488,0.5719,0.2793,32.63,8.486,7.804,0.1071,0.3168,9.833,8.111,0.6869,0.2038,6.96,D-,49.03,F,19.15,D+,132091,741,489,51.534,986.6,245.6,Landlord Friendly,8.928060273,147,8.680128034,2.140771797,9.616738378
"28.3215753001, -97.1595214632",Refugio County,TX,28.3215753,-97.15952146,634,713,841,1024,1315,78377,6741,770,8.755,-68,-107,-1.009,3.083,0.5162,0.5141,0.0359,36.77,0.4754,6.568,0.0829,0.0551,4.11,10.1,0.6887,0.0469,4.149,C-,43.9,D-,15,C-,113876,639,457,39.825,905.4,266.4,Landlord Friendly,8.950843216,123,8.683656332,1.739588597,8.854664928
"32.8977580696, -96.407781044",Rockwall County,TX,32.89775807,-96.40778104,1259,1326,1565,1972,2572,75088,107819,149,723.617,6659,15376,6.176,0.7208,0.8589,0.4543,0.0316,5.033,0.4001,2.479,0.2321,0.1278,2.231,2.572,0.6741,0.0051,2.066,A-,8.144,A-,5.61,A,482007,2705,1363,98.459,1738.8,-966.2,Landlord Friendly,8.241040503,932,8.449556543,1.284261636,11.59067323
"31.8310952481, -99.9762313036",Runnels County,TX,31.83109525,-99.9762313,670,675,889,1082,1194,79567,9900,1054,9.393,-27,-40,-0.273,3.937,1.756,0.5504,0.0354,40.32,0.4173,9.074,0.1076,0.1634,4.476,9.521,0.6855,0.1162,6.279,D-,49.91,F,14.96,C-,114956,645,455,41.758,902,257,Landlord Friendly,8.972301249,107,8.682063355,2.057323736,9.226804098
"32.1077245005, -94.7618791398",Rusk County,TX,32.1077245,-94.76187914,692,697,917,1153,1302,75669,52214,924,56.509,262,1110,0.502,1.395,0.2197,0.5227,0.0323,4.204,0.1886,3.638,0.1643,0.015,0.9113,9.507,0.6054,0.0176,2.17,A-,8.195,A-,11.06,C+,180696,1014,689,47.17,952.2,-61.8,Landlord Friendly,8.753702435,389,8.626477997,1.312647821,10.86818742
"31.3431998626, -93.8518024149",Sabine County,TX,31.34319986,-93.85180241,623,700,826,1174,1407,75948,9894,490,20.192,59,156,0.596,3.148,1.384,0.5301,0.0359,5.468,0.377,4.311,0.2458,0.0892,12.92,5.349,0.6054,0.082,5.098,D,10.4,B,19.05,D+,154219,865,533,62.289,946,81,Landlord Friendly,8.864121623,225,8.651759049,1.893714192,9.226213721
"31.3942193486, -94.1681932369",San Augustine County,TX,31.39421935,-94.16819324,688,694,913,1111,1343,75972,7918,528,14.996,-43,-64,-0.543,3.201,2.161,0.5362,0.0476,11.11,0.3686,6.21,0.0933,0.0604,15.04,9.613,0.6063,0.0473,5.946,D,17.78,C-,25.37,D-,97416,547,403,35.732,949.8,402.8,Landlord Friendly,9.084762888,34,8.706490362,2.013835785,9.009936308
"30.5795335845, -95.1669012009",San Jacinto County,TX,30.57953358,-95.1669012,623,731,826,1105,1110,77320,27402,571,47.989,519,949,1.894,2.064,2.266,0.6501,0.1062,23.6,0.2996,21.65,0.7183,0.1972,5.567,14.52,0.6348,0.0543,5.086,D,46.27,F,20.98,D,171412,962,645,49.147,879,-83,Landlord Friendly,8.800456651,317,8.6226697,1.891906418,10.22803179
"28.0087830727, -97.5182740096",San Patricio County,TX,28.00878307,-97.51827401,950,1034,1262,1647,1927,78370,68755,692,99.357,253,1200,0.368,1.486,0.1083,0.5051,0.0342,7.429,0.2285,4.855,0.0585,0.0328,3.055,6.607,0.6054,0.0314,2.133,A-,12.57,C+,10.33,B-,207776,1166,758,53.826,1364,198,Landlord Friendly,8.938097503,131,8.672006509,1.302640976,11.14216609
"31.1551977348, -98.8175760649",San Saba County,TX,31.15519773,-98.81757606,692,697,918,1117,1350,76832,5730,1134,5.053,0,104,0,1.476,0.8583,0.6246,0.0316,9.255,1.013,4.351,0.1096,0.1426,30.8,0.2581,0.6568,0.0529,2.991,B-,14.73,C,31.91,F,163394,917,638,43.73,954.8,37.8,Landlord Friendly,8.800836752,315,8.644178203,1.512266001,8.698847859
"30.8974526088, -100.538546044",Schleicher County,TX,30.89745261,-100.538546,667,705,885,1161,1302,76936,2451,1311,1.87,-86,-97,-3.509,1.266,0.119,0.5437,0.0638,24.34,0.3356,5.569,0.0847,0.0551,1.046,8.858,0.7366,0.0823,1.992,A,30.33,D,10.78,C+,120488,676,432,56.481,944,268,Landlord Friendly,8.821907924,279,8.683927225,1.263561596,7.907283609
"32.7463149294, -100.916407078",Scurry County,TX,32.74631493,-100.9164071,679,797,900,1222,1532,79549,16932,903,18.751,-144,-243,-0.85,2.613,0.4399,0.5035,0.0392,10.49,0.3619,7.507,0.1192,0.1216,7.49,5.215,0.6353,0.121,3.595,C,18.48,C-,13.58,C,128044,719,468,53.632,1026,307,Landlord Friendly,8.98694131,88,8.690507639,1.637247613,9.752548377
"32.7359728732, -99.3540669412",Shackelford County,TX,32.73597287,-99.35406694,667,705,885,1161,1302,79533,3105,914,3.397,9,84,0.29,2.571,2.392,0.5075,0.0338,7.619,0.4038,6.138,0.1443,0.064,1.85,7.622,0.6604,0.678,5.504,D,14.31,C,10.87,C+,206570,1159,587,97.445,944,-215,Landlord Friendly,8.578343741,567,8.598625702,1.953027617,8.122964715
"32.2222882576, -97.7743353973",Somervell County,TX,32.22228826,-97.7743354,722,785,957,1360,1408,76077,9205,187,49.225,285,553,3.096,0.897,0.1049,0.4995,0.0316,7.391,0.552,4.213,0.0982,0.2051,0.3456,2.92,0.6403,0.0335,1.533,A+,12.25,C+,4.145,A+,303176,1701,1099,54.777,1046.4,-654.6,Landlord Friendly,8.351460739,803,8.514108438,1.124604869,9.155989777
"26.5621530438, -98.7383995925",Starr County,TX,26.56215304,-98.73839959,623,628,826,1125,1215,78584,65920,1223,53.9,-244,-190,-0.37,2.602,2.312,0.5987,0.042,20.33,7.468,10.02,0.0957,0.1923,16.03,9.136,0.6077,0.4589,5.555,D,37.91,D-,26.43,D-,110233,619,411,50.608,883.4,264.4,Landlord Friendly,8.989985165,84,8.683317613,1.960235619,11.10022424
"31.8278792017, -101.050008039",Sterling County,TX,31.8278792,-101.050008,714,853,1068,1396,1803,76951,1372,923,1.486,35,48,2.551,1.239,0.2039,0.5339,0.0413,84.26,0.3333,7.083,0.1174,0.0156,0.7796,0.8926,0.6568,0.137,2.018,A,91.8,F,2.482,A+,106456,597,401,48.878,1166.8,569.8,Landlord Friendly,9.39508203,3,8.733755131,1.27088351,7.401231264
"33.1791243873, -100.253305507",Stonewall County,TX,33.17912439,-100.2533055,667,705,885,1161,1302,79540,1245,919,1.355,-26,-64,-2.088,3.105,2.531,0.5242,0.0428,127.4,0.2768,7.547,0.159,0.1104,15.56,11.24,0.7021,0.0857,6.203,D-,135.4,F,27.7,D-,74613,419,284,47.535,944,525,Landlord Friendly,9.1074074,26,8.726513642,2.047563803,7.320526962
"30.4982930281, -100.538187495",Sutton County,TX,30.49829303,-100.5381875,623,670,826,1084,1215,76950,3372,1454,2.319,-67,-155,-1.987,2.852,0.3446,0.4985,0.1262,27.58,0.2728,6.786,0.0984,0.0687,1.595,5.949,0.6195,0.2473,3.821,C,34.74,D-,8.479,B,174862,981,539,82.004,883.6,-97.4,Landlord Friendly,8.575349725,571,8.620074637,1.680269093,8.199189359
"34.5303849906, -101.735026846",Swisher County,TX,34.53038499,-101.7350268,623,649,826,1174,1215,79052,6971,900,7.746,-115,-90,-1.65,2.091,0.3221,0.5322,0.0369,22.5,0.3683,6.756,0.1238,0.2356,2.099,10.7,0.6262,0.0782,2.982,B-,29.75,D,13.74,C,105646,593,420,41.19,897.4,304.4,Landlord Friendly,8.956842776,120,8.690070289,1.510280341,8.886962035
"32.7715559666, -97.291239244",Tarrant County,TX,32.77155597,-97.29123924,1101,1234,1456,1927,2385,76001,2110640,864,2442.87,25193,43987,1.194,0.7939,0.2605,0.4555,0.0321,5.673,0.3806,2.298,0.1503,0.021,2.731,3.099,0.6359,0.0062,1.542,A+,8.502,A-,6.493,A-,365628,2052,1333,53.938,1620.6,-431.4,Landlord Friendly,8.852608748,238,8.557912781,1.127523632,14.5626278
"33.1738126593, -102.335196551",Terry County,TX,33.17381266,-102.3351966,628,633,833,1115,1119,79376,11831,890,13.293,-154,-265,-1.302,2.055,1.71,0.6025,0.0521,16.68,0.1827,6.038,0.1202,0.2079,0.8972,1.859,0.6568,0.6421,4.419,D+,23.02,D+,4.263,A+,114956,645,419,53.938,865.6,220.6,Landlord Friendly,8.89814495,187,8.675870752,1.785909056,9.400712767
"33.1774899421, -99.2123698529",Throckmorton County,TX,33.17748994,-99.21236985,623,658,826,1009,1215,76372,1440,912,1.579,42,108,2.917,1.963,0.2751,0.5252,0.0366,12.97,0.3055,5.638,0.2035,0.0881,1.678,4.251,0.6568,0.6726,2.8,B,19.12,D+,7.347,B+,84733,476,313,52.077,866.2,390.2,Landlord Friendly,9.284915987,5,8.704402782,1.469255882,7.441906728
"33.2166030364, -94.9656722276",Titus County,TX,33.21660304,-94.96567223,636,640,830,1108,1124,75571,31247,411,76.027,-58,-37,-0.186,1.703,1.341,0.5632,0.0413,4.749,0.5623,5.145,0.1322,0.0384,0.572,6.279,0.624,0.0348,3.648,C,10.59,B,7.548,B+,141401,794,533,48.968,867.6,73.6,Landlord Friendly,8.839761166,251,8.65046455,1.647504113,10.35815544
"31.404399317, -100.462072838",Tom Green County,TX,31.40439932,-100.4620728,713,851,1066,1395,1801,76957,120003,1522,78.846,-358,-1115,-0.298,1.204,0.4554,0.4582,0.0316,2.014,0.1655,4.121,0.0715,0.3725,5.262,3.576,0.5703,0.6506,2.149,A-,6.372,A+,10.43,B-,207889,1167,815,43.19,1165.2,-1.8,Landlord Friendly,8.74884284,395,8.637178245,1.306980554,11.69748618
"30.7712321484, -94.3765939282",Tyler County,TX,30.77123215,-94.37659393,623,731,826,1093,1215,77664,19798,923,21.45,138,231,0.697,1.516,1.897,0.5504,0.0317,5.005,0.4137,2.758,0.0352,0.0285,7.445,2.847,0.637,0.0179,3.995,C-,8.212,A-,10.98,C+,146933,825,486,69.753,897.6,72.6,Landlord Friendly,8.874501661,209,8.650289489,1.71217499,9.906682443
"32.7362765372, -94.9414845344",Upshur County,TX,32.73627654,-94.94148453,771,848,1009,1406,1561,75683,40892,588,69.544,677,1598,1.656,1.769,0.3109,0.5059,0.0327,6.522,0.3229,5.747,0.1302,0.1081,5.355,6.513,0.6157,0.0311,2.619,B,12.72,C+,12.62,C,205744,1155,808,42.946,1119,-36,Landlord Friendly,8.818340045,288,8.631093142,1.426716276,10.6251736
"31.3687302289, -102.043034893",Upton County,TX,31.36873023,-102.0430349,623,731,826,1084,1215,79755,3308,1242,2.663,-89,-156,-2.69,2.791,0.2191,0.5492,0.0417,0.6753,0.4603,6.68,0.1329,0.2357,0.2388,4.018,0.8243,0.702,3.601,C,7.949,A-,6.019,A-,116305,653,421,55.107,895.8,242.8,Landlord Friendly,8.841386415,249,8.679652119,1.638414021,8.181440696
"29.3573361783, -99.7622052768",Uvalde County,TX,29.35733618,-99.76220528,663,778,879,1220,1435,78870,24564,1557,15.776,130,376,0.529,1.274,1.764,0.5469,0.0425,3.677,0.2112,4.607,0.1102,0.0549,14.49,7.037,0.575,0.0982,3.627,C,8.606,A-,22.25,D,136679,767,550,39.455,995,228,Landlord Friendly,8.994916723,82,8.677132797,1.643452791,10.11980788
"29.8929601366, -101.151715198",Val Verde County,TX,29.89296014,-101.1517152,679,684,900,1207,1324,78871,47586,3171,15.007,17,22,0.036,1.578,15.1,0.5518,3.074,3.622,0.5892,7.017,0.2754,0.9144,20.66,28.6,0.6568,0.6988,20.3,F,11.5,B-,51.53,F,153679,862,563,53.108,958.8,96.8,Landlord Friendly,8.772053478,363,8.654517382,3.084017838,10.77586819
"32.5637166985, -95.83651612",Van Zandt County,TX,32.5637167,-95.83651612,613,716,917,1303,1350,75778,59541,849,70.131,1659,3319,2.786,1.838,0.1188,0.5123,0.0357,10.58,0.2377,3.639,0.1449,0.0582,1.602,3.395,0.6054,0.0262,2.505,B+,14.6,C,5.687,A,216284,1214,813,49.323,979.8,-234.2,Landlord Friendly,8.720838198,415,8.59507973,1.398963764,10.99887799
"28.7963514929, -96.971525279",Victoria County,TX,28.79635149,-96.97152528,876,949,1180,1503,1696,77901,91319,883,103.419,168,-255,0.184,3.757,1.208,0.5331,0.0377,9.161,0.3311,7.276,0.1127,0.0708,4.585,9.583,0.6521,0.0258,5.536,D,16.88,C-,14.92,C-,235485,1322,777,70.142,1240.8,-81.2,Landlord Friendly,8.677845757,461,8.62299361,1.957556354,11.42502278
"30.010805099, -95.9876533263",Waller County,TX,30.0108051,-95.98765333,1030,1095,1307,1722,2226,77355,56794,514,110.494,2420,5131,4.261,1.822,0.2956,0.4574,0.0316,3.596,0.2641,2.051,0.05,0.0797,1.317,3.526,0.6093,0.0043,2.606,B+,5.962,A+,5.537,A,306437,1720,1135,51.542,1476,-244,Landlord Friendly,8.738792142,402,8.593264948,1.423590146,10.95185862
"27.7610624301, -99.3315653042",Webb County,TX,27.76106243,-99.3315653,791,796,995,1276,1380,78046,267114,3357,79.569,147,670,0.055,1.379,6.084,0.5515,0.0424,19.66,8.504,7.425,0.2291,0.2522,10.84,21.23,3.044,0.0566,8.057,F,35.82,D-,35.42,F,202894,1139,646,76.316,1047.6,-91.4,Landlord Friendly,8.68598996,451,8.621156732,2.26207555,12.49642615
"29.2778616455, -96.2221042394",Wharton County,TX,29.27786165,-96.22210424,658,713,873,1241,1439,77453,41570,1090,38.138,127,250,0.306,1.252,0.2885,0.5436,0.0554,3.732,3.788,4.111,0.0604,0.0099,3.966,3.069,0.6568,0.0278,2.139,A-,11.69,B-,7.73,B+,210887,1183,794,48.992,984.8,-198.2,Landlord Friendly,8.614320345,526,8.601718146,1.304270526,10.64151249
"34.0807261331, -99.2410547627",Wilbarger County,TX,34.08072613,-99.24105476,632,637,838,1020,1233,76364,12887,971,13.272,-197,-400,-1.529,0.7929,0.9374,0.5215,0.0581,8.673,0.2833,6.495,0.109,0.2031,1.076,0.5064,0.6568,0.0717,2.31,A-,15.56,C-,2.514,A+,102813,577,391,47.57,872,295,Landlord Friendly,8.962527718,117,8.688487504,1.349630377,9.484405148
"26.4769663387, -97.5916576336",Willacy County,TX,26.47696634,-97.59165763,623,628,826,1105,1110,78569,20164,597,33.776,-147,-20,-0.729,1.751,1.854,0.557,0.0535,14.78,7.435,7.139,0.0854,0.6383,14.55,5.004,0.6289,0.0955,4.216,C-,29.44,D,20.92,D,83653,469,332,41.265,858.4,389.4,Landlord Friendly,9.085174914,33,8.70427009,1.751284637,9.924759688
"31.8500445654, -103.048169055",Winkler County,TX,31.85004457,-103.0481691,688,726,912,1226,1342,79745,7791,841,9.264,-67,-485,-0.86,3.632,1.331,0.5524,0.0345,6.643,0.2227,7.151,0.0684,0.1111,18.2,8.074,0.7054,0.6327,5.55,D,14.09,C,27.72,D-,117924,662,442,49.774,978.8,316.8,Landlord Friendly,8.988646149,86,8.692154394,1.959531245,8.994296558
"33.2158995718, -97.6544621205",Wise County,TX,33.21589957,-97.65446212,925,946,1068,1517,1544,76020,68632,905,75.836,3007,6263,4.381,1.475,0.3492,0.4752,0.0318,4.704,0.2349,3.058,0.1269,0.0315,2.131,4.626,0.6344,0.0171,2.331,A-,8.124,A-,7.439,B+,335375,1882,983,91.455,1200,-682,Landlord Friendly,8.383877283,771,8.508596344,1.355061659,11.14038243
"33.172974606, -102.827796072",Yoakum County,TX,33.17297461,-102.8277961,761,855,1009,1228,1484,79323,7694,800,9.618,-108,-244,-1.404,2.361,0.273,0.5543,0.0373,22.51,0.2564,5.312,0.129,0.0672,6.599,7.786,0.625,0.463,3.225,C+,28.21,D,15.54,C-,209133,1174,817,43.696,1067.4,-106.6,Landlord Friendly,8.58201034,562,8.618413147,1.562555927,8.982184279
"33.1766957792, -98.6877665573",Young County,TX,33.17669578,-98.68776656,630,731,835,1104,1422,76424,17867,922,19.379,51,95,0.285,2.491,1.121,0.5121,0.0396,12.82,0.4455,7.232,0.1247,0.1067,19.05,5.835,0.7744,0.1333,4.164,C-,20.62,D+,25.9,D-,182823,1026,652,57.362,944.4,-81.6,Landlord Friendly,8.707462519,428,8.622921639,1.742219024,9.805488762
"27.0007781554, -99.1686127905",Zapata County,TX,27.00077816,-99.16861279,623,667,826,1031,1215,78067,13889,997,13.931,-44,-39,-0.317,4.537,2.517,0.5457,0.0507,33.7,7.862,8.745,0.1864,0.0232,21.61,8.388,0.659,0.8957,7.65,D-,50.49,F,31.57,F,111718,627,474,32.278,872.4,245.4,Landlord Friendly,8.956852882,119,8.680094048,2.218768607,9.557823198
"28.8662114221, -99.7605956717",Zavala County,TX,28.86621142,-99.76059567,623,658,826,1172,1215,78872,9670,1299,7.444,-110,-293,-1.138,1.251,2.105,0.5806,0.0553,6.025,7.456,8,0.0806,0.0281,15.33,3.173,0.7276,0.1312,3.992,C-,21.56,D+,19.39,D+,85407,479,317,51.104,898.8,419.8,Landlord Friendly,9.082770834,36,8.709300049,1.711633425,9.203919804
"41.5210180281, -113.082022662",Box Elder County,UT,41.52101803,-113.0820227,665,747,963,1303,1565,84312,57666,6729,8.57,1805,3829,3.13,1.207,0.5736,0.5206,0.011,2.549,1.459,4.002,0.0895,0.0553,0.7585,10.5,0.9685,0.0307,2.312,C+,8.098,A-,12.32,C-,348436,1955,1318,48.331,1048.6,-906.4,Neutral,7.624200411,1309,8.462272273,1.350148914,10.96702519
"41.7224295706, -111.743622083",Cache County,UT,41.72242957,-111.7436221,629,748,932,1325,1588,84320,133154,31.31,4252.763,2744,7014,2.061,0.9948,0.1619,0.5307,0.0105,1.355,0.913,6.734,0.0321,0.033,0.2892,3.897,0.828,0.0275,1.698,B,9.034,B+,5.074,A,513377,2881,2176,32.399,1044.4,-1836.6,Neutral,7.207488533,1384,8.243440322,1.176807136,11.80125733
"40.887287897, -109.507612097",Daggett County,UT,40.8872879,-109.5076121,552,670,826,1095,1407,84023,935,5746,0.163,37,78,3.957,1.727,0.7945,0.5277,0.0114,1.013,1.359,7.007,0.0685,0.1786,0.4639,5.964,1.066,0.0029,3.061,D+,9.448,B+,7.675,B,255659,1435,889,61.417,910,-525,Neutral,8.015943073,1125,8.539776263,1.527576886,7.090909822
"40.2982423213, -110.42518446",Duchesne County,UT,40.29824232,-110.4251845,567,711,847,1138,1286,84002,19596,1478,13.258,355,558,1.812,1.371,0.8461,0.5111,0.0174,1.679,1.216,5.441,0.0753,0.0578,0.8731,4.391,0.9949,0.0334,2.745,C-,8.411,A-,6.35,B+,271099,1521,1097,38.651,909.8,-611.2,Neutral,7.827199825,1246,8.52277757,1.456519806,9.896563637
"38.9967401872, -110.700630808",Emery County,UT,38.99674019,-110.7006308,552,731,826,1137,1407,84521,9825,697,14.096,136,277,1.384,0.533,1.078,0.5123,0.0274,70.94,1.609,5.022,0.1396,0.0612,4.81,21.12,0.891,0.2555,2.151,C+,77.71,D-,27.14,D-,208505,1170,801,46.067,930.6,-239.4,Neutral,8.136406316,1027,8.594117195,1.30752168,9.219399216
"39.7027072964, -112.784789329",Juab County,UT,39.7027073,-112.7847893,1001,1009,1156,1643,1969,84639,11786,5083,2.319,375,789,3.182,1.359,0.0404,0.5408,0.0153,2.015,1.753,7.423,0.0751,0.064,4.753,2.305,0.901,0.0836,1.956,B-,11.27,B-,8.107,B-,373532,2096,1476,42.005,1355.6,-740.4,Neutral,7.736864209,1282,8.496745556,1.253334234,9.3969859
"39.0732871864, -113.10069891",Millard County,UT,39.07328719,-113.1006989,552,670,826,1115,1301,84636,12975,3297,3.935,155,353,1.195,0.9264,0.1263,0.532,0.0137,4.25,1.661,7.951,0.0935,0.0676,4.645,1.92,0.7234,0.0533,1.598,B+,13.95,C,7.409,B,253294,1421,972,46.193,892.8,-528.2,Neutral,7.874076129,1221,8.539150359,1.145495875,9.491073355
"38.3366204607, -112.127186525",Piute County,UT,38.33662046,-112.1271865,552,670,826,1174,1407,84743,1438,3990,0.36,5,50,0.348,1.041,1.076,0.6023,0.0229,68.02,2.807,10.39,0.1561,0.3491,3.445,7.102,0.6568,0.0316,2.743,C-,81.37,F,11.58,C-,282922,1588,1063,49.389,925.8,-662.2,Neutral,7.697106042,1292,8.512582579,1.456053606,7.440733707
"41.6322534258, -111.244509797",Rich County,UT,41.63225343,-111.2445098,552,670,826,1095,1407,84064,2510,6572,0.382,47,118,1.873,3.353,0.1319,0.5408,0.0179,68.33,1.731,9.007,0.0885,0.1172,5.028,9.255,0.8922,0.0587,4.044,D,79.15,D-,15.35,D+,316166,1774,1196,48.328,910,-864,Neutral,7.594578865,1317,8.471191137,1.720979287,7.928766322
"40.6673139262, -111.923601307",Salt Lake County,UT,40.66731393,-111.9236013,1051,1258,1504,2061,2308,84108,1185238,609,1946.204,-183,1021,-0.015,1.432,0.1914,0.5322,0.0105,7.871,2.163,6.261,0.1247,0.4244,0.4274,8.99,0.7098,0.0045,2.166,C+,16.42,C-,10.56,C,588713,3304,2246,47.106,1636.4,-1667.6,Neutral,7.029390433,1411,8.286924315,1.311570815,13.98567856
"39.3739160769, -111.576354881",Sanpete County,UT,39.37391608,-111.5763549,571,648,853,1038,1235,84647,28437,1029,27.636,586,1289,2.061,1.306,0.6306,0.5354,0.0105,17.85,2.194,5.007,0.0762,0.0518,2.609,7.004,0.8848,0.0395,2.482,C,25.12,D+,10.59,C,307681,1727,1205,43.32,869,-858,Neutral,7.628459175,1306,8.47244684,1.393269975,10.26475693
"40.4487493593, -113.131090626",Tooele County,UT,40.44874936,-113.1310906,745,846,1114,1520,1898,84029,72698,1590,45.722,3200,7237,4.402,2.029,0.2502,0.5148,0.0238,32.25,1.28,3.854,0.0945,0.1309,0.8317,14.9,0.8564,0.0432,2.818,C-,37.48,D,16.76,D,488765,2743,1657,65.54,1224.6,-1518.4,Neutral,7.128508517,1396,8.323802598,1.473389068,11.19772145
"40.1199573141, -111.670334914",Utah County,UT,40.11995731,-111.6703349,1001,1009,1156,1643,1969,84013,659399,1872,352.243,16628,43042,2.522,2.731,0.2107,0.5313,0.0245,100.5,1.638,5.692,0.0797,0.082,5.008,37.31,1.066,0.0739,3.498,D+,107.9,F,43.54,F,609398,3420,2257,51.529,1355.6,-2064.4,Neutral,6.611385325,1450,8.18166451,1.618199418,13.39948741
"40.3307738015, -111.16818403",Wasatch County,UT,40.3307738,-111.168184,842,1115,1259,1780,2058,84049,34788,6941,5.012,359,1828,1.032,1.468,0.0166,0.5002,0.0156,1.996,1.19,1.812,0.0403,0.0414,1.044,18.69,0.8279,0.0318,2.001,B-,5.038,A+,20.63,D,682267,3829,2639,45.093,1410.8,-2418.2,Neutral,6.115025069,1470,8.077447149,1.266102176,10.46464501
